pair_id,logical_law,category_id,semantic_dimension,image_variant,question,expected_answer
compl_horiz_002,Complement,14,Horizontal,A,Is the dog positioned on the floor?,yes
compl_horiz_002,Complement,14,Horizontal,A,Is the floor visible beneath the dog?,yes
compl_horiz_002,Complement,14,Horizontal,A,Is the dog a main object in the image?,yes
compl_horiz_002,Complement,14,Horizontal,B,Is there a red dog in the scene?,yes
compl_horiz_002,Complement,14,Horizontal,B,Is the floor dark and metallic?,yes
compl_horiz_002,Complement,14,Horizontal,B,Is the dog positioned on the floor?,yes
compl_horiz_002,Complement,14,Horizontal,B,Is the floor visible beneath the dog?,yes
compl_horiz_002,Complement,14,Horizontal,B,Is the dog a main object in the image?,yes
compl_horiz_003,Complement,14,Horizontal,A,Is there a green banana in the scene?,yes
compl_horiz_003,Complement,14,Horizontal,A,Is the floor dark and metallic?,yes
compl_horiz_003,Complement,14,Horizontal,A,Is the banana positioned on the floor?,yes
compl_horiz_003,Complement,14,Horizontal,A,Is the floor surface reflective or shiny?,yes
compl_horiz_003,Complement,14,Horizontal,A,Is the banana the only fruit visible?,yes
compl_horiz_003,Complement,14,Horizontal,B,Is there a green banana in the scene?,yes
compl_horiz_003,Complement,14,Horizontal,B,Is the floor dark and metallic?,yes
compl_horiz_003,Complement,14,Horizontal,B,Is the banana positioned on the floor?,yes
compl_horiz_003,Complement,14,Horizontal,B,Is the floor surface reflective or shiny?,yes
compl_horiz_003,Complement,14,Horizontal,B,Is the banana the only fruit visible?,yes
compl_horiz_004,Complement,14,Horizontal,A,Is there a red cat in the image?,yes
compl_horiz_004,Complement,14,Horizontal,A,Is the surface white?,yes
compl_horiz_004,Complement,14,Horizontal,A,Is the surface plain?,yes
compl_horiz_004,Complement,14,Horizontal,A,Is the cat positioned on the surface?,yes
compl_horiz_004,Complement,14,Horizontal,A,Is the cat red in color?,yes
compl_horiz_004,Complement,14,Horizontal,B,Is there a red cat in the image?,yes
compl_horiz_004,Complement,14,Horizontal,B,Is the surface white?,yes
compl_horiz_004,Complement,14,Horizontal,B,Is the surface plain?,yes
compl_horiz_004,Complement,14,Horizontal,B,Is the cat positioned on the surface?,yes
compl_horiz_004,Complement,14,Horizontal,B,Is the cat red in color?,yes
compl_horiz_005,Complement,14,Horizontal,A,Is there a blue dog in the scene?,yes
compl_horiz_005,Complement,14,Horizontal,A,Is the floor dark and metallic?,yes
compl_horiz_005,Complement,14,Horizontal,A,Is the dog positioned on the floor?,yes
compl_horiz_005,Complement,14,Horizontal,A,Is the floor visible beneath the animals?,yes
compl_horiz_005,Complement,14,Horizontal,A,Is the dog the only animal present?,yes
compl_horiz_005,Complement,14,Horizontal,B,Is there a blue dog in the scene?,yes
compl_horiz_005,Complement,14,Horizontal,B,Is the floor dark and metallic?,yes
compl_horiz_005,Complement,14,Horizontal,B,Is the dog positioned on the floor?,yes
compl_horiz_005,Complement,14,Horizontal,B,Is the floor visible beneath the animals?,yes
compl_horiz_005,Complement,14,Horizontal,B,Is the dog the only animal present?,yes
compl_vert_001,Complement,15,Vertical,A,Is there a green banana in the image?,yes
compl_vert_001,Complement,15,Vertical,A,Is the surface plain and white?,yes
compl_vert_001,Complement,15,Vertical,A,Is the banana placed on the surface?,yes
compl_vert_001,Complement,15,Vertical,A,Is the background plain and white?,yes
compl_vert_001,Complement,15,Vertical,A,Is the banana green in color?,yes
compl_vert_001,Complement,15,Vertical,B,Is there a green banana in the image?,yes
compl_vert_001,Complement,15,Vertical,B,Is the surface plain and white?,yes
compl_vert_001,Complement,15,Vertical,B,Is the banana placed on the surface?,yes
compl_vert_001,Complement,15,Vertical,B,Is the background plain and white?,yes
compl_vert_001,Complement,15,Vertical,B,Is the banana green in color?,yes
compl_vert_002,Complement,15,Vertical,A,Is there a red cat in the image?,yes
compl_vert_002,Complement,15,Vertical,A,Is the surface plain and white?,yes
compl_vert_002,Complement,15,Vertical,A,Is the cat positioned on the surface?,yes
compl_vert_002,Complement,15,Vertical,A,Is the background simple and uncluttered?,yes
compl_vert_002,Complement,15,Vertical,A,Is the cat the only animal visible on the surface?,yes
compl_vert_002,Complement,15,Vertical,B,Is there a red cat in the image?,yes
compl_vert_002,Complement,15,Vertical,B,Is the surface plain and white?,yes
compl_vert_002,Complement,15,Vertical,B,Is the cat positioned on the surface?,yes
compl_vert_002,Complement,15,Vertical,B,Is the background simple and uncluttered?,yes
compl_vert_002,Complement,15,Vertical,B,Is the cat the only animal visible on the surface?,yes
compl_vert_003,Complement,15,Vertical,A,Is there a yellow apple in the scene?,yes
compl_vert_003,Complement,15,Vertical,A,Is the surface plain and white?,yes
compl_vert_003,Complement,15,Vertical,A,Is the apple resting on the surface?,yes
compl_vert_003,Complement,15,Vertical,A,Is the apple yellow in color?,yes
compl_vert_003,Complement,15,Vertical,A,Is the background plain and white?,yes
compl_vert_003,Complement,15,Vertical,B,Is there a yellow apple in the scene?,yes
compl_vert_003,Complement,15,Vertical,B,Is the surface plain and white?,yes
compl_vert_003,Complement,15,Vertical,B,Is the apple resting on the surface?,yes
compl_vert_003,Complement,15,Vertical,B,Is the apple yellow in color?,yes
compl_vert_003,Complement,15,Vertical,B,Is the background plain and white?,yes
compl_vert_004,Complement,15,Vertical,A,Is there a red banana in the scene?,yes
compl_vert_004,Complement,15,Vertical,A,Is the table made of wood?,yes
compl_vert_004,Complement,15,Vertical,A,Is the banana placed on the table?,yes
compl_vert_004,Complement,15,Vertical,A,Is the table visible in the image?,yes
compl_vert_004,Complement,15,Vertical,A,Is the banana red in color?,yes
compl_vert_004,Complement,15,Vertical,B,Is there a red banana in the scene?,yes
compl_vert_004,Complement,15,Vertical,B,Is the table made of wood?,yes
compl_vert_004,Complement,15,Vertical,B,Is the banana placed on the table?,yes
compl_vert_004,Complement,15,Vertical,B,Is the table visible in the image?,yes
compl_vert_004,Complement,15,Vertical,B,Is the banana red in color?,yes
compl_vert_005,Complement,15,Vertical,A,Is there a blue dog in the scene?,yes
compl_vert_005,Complement,15,Vertical,A,Is the table made of wood?,yes
compl_vert_005,Complement,15,Vertical,A,Is the dog positioned on the table?,yes
compl_vert_005,Complement,15,Vertical,A,Is the table visible in the image?,yes
compl_vert_005,Complement,15,Vertical,A,Is the dog blue in color?,yes
compl_vert_005,Complement,15,Vertical,B,Is there a blue dog in the scene?,yes
compl_vert_005,Complement,15,Vertical,B,Is the table made of wood?,yes
compl_vert_005,Complement,15,Vertical,B,Is the dog positioned on the table?,yes
compl_vert_005,Complement,15,Vertical,B,Is the table visible in the image?,yes
compl_vert_005,Complement,15,Vertical,B,Is the dog blue in color?,yes
compl_attr_001,Complement,16,Attributes,A,Is there an apple in the image?,yes
compl_attr_001,Complement,16,Attributes,A,Is there a wooden table in the image?,yes
compl_attr_001,Complement,16,Attributes,A,Is the apple placed on the table?,yes
compl_attr_001,Complement,16,Attributes,A,Is the apple a solid color?,yes
compl_attr_001,Complement,16,Attributes,A,Is the table made of wood?,yes
compl_attr_001,Complement,16,Attributes,B,Is there an apple in the image?,yes
compl_attr_001,Complement,16,Attributes,B,Is there a wooden table in the image?,yes
compl_attr_001,Complement,16,Attributes,B,Is the apple placed on the table?,yes
compl_attr_001,Complement,16,Attributes,B,Is the apple a solid color?,yes
compl_attr_001,Complement,16,Attributes,B,Is the table made of wood?,yes
compl_attr_002,Complement,16,Attributes,A,Is there a dog in the image?,yes
compl_attr_002,Complement,16,Attributes,A,Is the surface white?,yes
compl_attr_002,Complement,16,Attributes,A,Is the surface plain?,yes
compl_attr_002,Complement,16,Attributes,A,Is the dog a solid color?,yes
compl_attr_002,Complement,16,Attributes,A,Is the dog on the surface?,yes
compl_attr_002,Complement,16,Attributes,B,Is there a dog in the image?,yes
compl_attr_002,Complement,16,Attributes,B,Is the surface white?,yes
compl_attr_002,Complement,16,Attributes,B,Is the surface plain?,yes
compl_attr_002,Complement,16,Attributes,B,Is the dog a solid color?,yes
compl_attr_002,Complement,16,Attributes,B,Is the dog on the surface?,yes
compl_attr_003,Complement,16,Attributes,A,Is there a cat in the image?,yes
compl_attr_003,Complement,16,Attributes,A,Is the surface white?,yes
compl_attr_003,Complement,16,Attributes,A,Is the surface plain?,yes
compl_attr_003,Complement,16,Attributes,A,Is the cat colored?,yes
compl_attr_003,Complement,16,Attributes,A,Is the cat on the surface?,yes
compl_attr_003,Complement,16,Attributes,B,Is there a cat in the image?,yes
compl_attr_003,Complement,16,Attributes,B,Is the surface white?,yes
compl_attr_003,Complement,16,Attributes,B,Is the surface plain?,yes
compl_attr_003,Complement,16,Attributes,B,Is the cat colored?,yes
compl_attr_003,Complement,16,Attributes,B,Is the cat on the surface?,yes
compl_attr_004,Complement,16,Attributes,A,Is there a banana in the image?,yes
compl_attr_004,Complement,16,Attributes,A,Is the floor made of metal?,yes
compl_attr_004,Complement,16,Attributes,A,Is the floor dark in color?,yes
compl_attr_004,Complement,16,Attributes,A,Is the banana a solid color?,yes
compl_attr_004,Complement,16,Attributes,A,Is the banana placed on the floor?,yes
compl_attr_004,Complement,16,Attributes,B,Is there a banana in the image?,yes
compl_attr_004,Complement,16,Attributes,B,Is the floor made of metal?,yes
compl_attr_004,Complement,16,Attributes,B,Is the floor dark in color?,yes
compl_attr_004,Complement,16,Attributes,B,Is the banana a solid color?,yes
compl_attr_004,Complement,16,Attributes,B,Is the banana placed on the floor?,yes
compl_attr_005,Complement,16,Attributes,A,Is there a cat in the image?,yes
compl_attr_005,Complement,16,Attributes,A,Is the surface white?,yes
compl_attr_005,Complement,16,Attributes,A,Is the cat a solid color?,yes
compl_attr_005,Complement,16,Attributes,A,Is the scene simple with few objects?,yes
compl_attr_005,Complement,16,Attributes,A,Is the cat clearly visible on the surface?,yes
compl_attr_005,Complement,16,Attributes,B,Is there a cat in the image?,yes
compl_attr_005,Complement,16,Attributes,B,Is the surface white?,yes
compl_attr_005,Complement,16,Attributes,B,Is the cat a solid color?,yes
compl_attr_005,Complement,16,Attributes,B,Is the scene simple with few objects?,yes
compl_attr_005,Complement,16,Attributes,B,Is the cat clearly visible on the surface?,yes
demorgan_conj_001,DeMorgan,17,Conjunctive,A,Is the floor dark metal?,yes
demorgan_conj_001,DeMorgan,17,Conjunctive,A,Is there a blue apple present?,yes
demorgan_conj_001,DeMorgan,17,Conjunctive,A,Is there a red cat present?,yes
demorgan_conj_001,DeMorgan,17,Conjunctive,A,Is the scene indoors?,yes
demorgan_conj_001,DeMorgan,17,Conjunctive,A,Are there any animals in the scene?,yes
demorgan_conj_001,DeMorgan,17,Conjunctive,B,Is the floor dark metal?,yes
demorgan_conj_001,DeMorgan,17,Conjunctive,B,Is there a blue apple present?,yes
demorgan_conj_001,DeMorgan,17,Conjunctive,B,Is there a red cat present?,yes
demorgan_conj_001,DeMorgan,17,Conjunctive,B,Is the scene indoors?,yes
demorgan_conj_001,DeMorgan,17,Conjunctive,B,Are there any animals in the scene?,yes
demorgan_conj_002,DeMorgan,17,Conjunctive,A,Is the surface plain and white?,yes
demorgan_conj_002,DeMorgan,17,Conjunctive,A,Is there at most one yellow apple present?,yes
demorgan_conj_002,DeMorgan,17,Conjunctive,A,Is there at most one green dog present?,yes
demorgan_conj_002,DeMorgan,17,Conjunctive,A,Is the scene free of multiple colored objects together?,yes
demorgan_conj_002,DeMorgan,17,Conjunctive,A,Is the background uniformly white?,yes
demorgan_conj_002,DeMorgan,17,Conjunctive,B,Is the surface plain and white?,yes
demorgan_conj_002,DeMorgan,17,Conjunctive,B,Is there at most one yellow apple present?,yes
demorgan_conj_002,DeMorgan,17,Conjunctive,B,Is there at most one green dog present?,yes
demorgan_conj_002,DeMorgan,17,Conjunctive,B,Is the scene free of multiple colored objects together?,yes
demorgan_conj_002,DeMorgan,17,Conjunctive,B,Is the background uniformly white?,yes
demorgan_conj_003,DeMorgan,17,Conjunctive,A,Is the surface plain and white?,yes
demorgan_conj_003,DeMorgan,17,Conjunctive,A,Is there at most one of the following: a red banana or a yellow cat?,yes
demorgan_conj_003,DeMorgan,17,Conjunctive,A,Is the scene simple without many objects?,yes
demorgan_conj_003,DeMorgan,17,Conjunctive,A,Is there a red object present?,yes
demorgan_conj_003,DeMorgan,17,Conjunctive,A,Is there a yellow animal present?,yes
demorgan_conj_003,DeMorgan,17,Conjunctive,B,Is the surface plain and white?,yes
demorgan_conj_003,DeMorgan,17,Conjunctive,B,Is there at most one of the following: a red banana or a yellow cat?,yes
demorgan_conj_003,DeMorgan,17,Conjunctive,B,Is the scene simple without many objects?,yes
demorgan_conj_003,DeMorgan,17,Conjunctive,B,Is there a red object present?,yes
demorgan_conj_003,DeMorgan,17,Conjunctive,B,Is there a yellow animal present?,yes
demorgan_conj_004,DeMorgan,17,Conjunctive,A,Is the floor dark metal?,yes
demorgan_conj_004,DeMorgan,17,Conjunctive,A,Is there a banana present?,yes
demorgan_conj_004,DeMorgan,17,Conjunctive,A,Is there an apple present?,yes
demorgan_conj_004,DeMorgan,17,Conjunctive,A,Is the banana red if it is present?,yes
demorgan_conj_004,DeMorgan,17,Conjunctive,A,Is the apple blue if it is present?,yes
demorgan_conj_004,DeMorgan,17,Conjunctive,B,Is the floor dark metal?,yes
demorgan_conj_004,DeMorgan,17,Conjunctive,B,Is there a banana present?,yes
demorgan_conj_004,DeMorgan,17,Conjunctive,B,Is there an apple present?,yes
demorgan_conj_004,DeMorgan,17,Conjunctive,B,Is the banana red if it is present?,yes
demorgan_conj_004,DeMorgan,17,Conjunctive,B,Is the apple blue if it is present?,yes
demorgan_conj_005,DeMorgan,17,Conjunctive,A,Is the floor dark and metallic?,yes
demorgan_conj_005,DeMorgan,17,Conjunctive,A,Is there a blue apple in the scene?,yes
demorgan_conj_005,DeMorgan,17,Conjunctive,A,Is there a green cat in the scene?,yes
demorgan_conj_005,DeMorgan,17,Conjunctive,A,Is the floor smooth and reflective?,yes
demorgan_conj_005,DeMorgan,17,Conjunctive,A,Is the setting indoors?,yes
demorgan_conj_005,DeMorgan,17,Conjunctive,B,Is the floor dark and metallic?,yes
demorgan_conj_005,DeMorgan,17,Conjunctive,B,Is there a blue apple in the scene?,yes
demorgan_conj_005,DeMorgan,17,Conjunctive,B,Is there a green cat in the scene?,yes
demorgan_conj_005,DeMorgan,17,Conjunctive,B,Is the floor smooth and reflective?,yes
demorgan_conj_005,DeMorgan,17,Conjunctive,B,Is the setting indoors?,yes
demorgan_horiz_001,DeMorgan,18,Horizontal,A,Is the floor dark and metallic?,yes
demorgan_horiz_001,DeMorgan,18,Horizontal,A,Is there a green apple in the scene?,yes
demorgan_horiz_001,DeMorgan,18,Horizontal,A,Is there a yellow cat in the scene?,yes
demorgan_horiz_001,DeMorgan,18,Horizontal,A,Are the objects arranged left to right?,yes
demorgan_horiz_001,DeMorgan,18,Horizontal,A,Is the scene indoors?,yes
demorgan_horiz_001,DeMorgan,18,Horizontal,B,Is the floor dark and metallic?,yes
demorgan_horiz_001,DeMorgan,18,Horizontal,B,Is there a green apple in the scene?,yes
demorgan_horiz_001,DeMorgan,18,Horizontal,B,Is there a yellow cat in the scene?,yes
demorgan_horiz_001,DeMorgan,18,Horizontal,B,Are the objects arranged left to right?,yes
demorgan_horiz_001,DeMorgan,18,Horizontal,B,Is the scene indoors?,yes
demorgan_horiz_002,DeMorgan,18,Horizontal,A,Is the surface plain and white?,yes
demorgan_horiz_002,DeMorgan,18,Horizontal,A,Is there a green apple in the scene?,yes
demorgan_horiz_002,DeMorgan,18,Horizontal,A,Is there a yellow dog in the scene?,yes
demorgan_horiz_002,DeMorgan,18,Horizontal,A,Are there objects arranged horizontally?,yes
demorgan_horiz_002,DeMorgan,18,Horizontal,A,Is the scene simple with few objects?,yes
demorgan_horiz_002,DeMorgan,18,Horizontal,B,Is the surface plain and white?,yes
demorgan_horiz_002,DeMorgan,18,Horizontal,B,Is there a green apple in the scene?,yes
demorgan_horiz_002,DeMorgan,18,Horizontal,B,Is there a yellow dog in the scene?,yes
demorgan_horiz_002,DeMorgan,18,Horizontal,B,Are there objects arranged horizontally?,yes
demorgan_horiz_002,DeMorgan,18,Horizontal,B,Is the scene simple with few objects?,yes
demorgan_horiz_003,DeMorgan,18,Horizontal,A,Is there a wooden table in the scene?,yes
demorgan_horiz_003,DeMorgan,18,Horizontal,A,Is there a yellow apple present?,yes
demorgan_horiz_003,DeMorgan,18,Horizontal,A,Is there a green cat present?,yes
demorgan_horiz_003,DeMorgan,18,Horizontal,A,Are the objects arranged left to right?,yes
demorgan_horiz_003,DeMorgan,18,Horizontal,A,Is the yellow apple not positioned to the left of the green cat?,yes
demorgan_horiz_003,DeMorgan,18,Horizontal,B,Is there a wooden table in the scene?,yes
demorgan_horiz_003,DeMorgan,18,Horizontal,B,Is there a yellow apple present?,yes
demorgan_horiz_003,DeMorgan,18,Horizontal,B,Is there a green cat present?,yes
demorgan_horiz_003,DeMorgan,18,Horizontal,B,Are the objects arranged left to right?,yes
demorgan_horiz_003,DeMorgan,18,Horizontal,B,Is the yellow apple not positioned to the left of the green cat?,yes
demorgan_horiz_004,DeMorgan,18,Horizontal,A,Is there a wooden table in the scene?,yes
demorgan_horiz_004,DeMorgan,18,Horizontal,A,Is there a yellow banana present?,yes
demorgan_horiz_004,DeMorgan,18,Horizontal,A,Is there a green apple present?,yes
demorgan_horiz_004,DeMorgan,18,Horizontal,A,Are the banana and apple arranged side by side?,yes
demorgan_horiz_004,DeMorgan,18,Horizontal,A,Is the setting indoors?,yes
demorgan_horiz_004,DeMorgan,18,Horizontal,B,Is there a wooden table in the scene?,yes
demorgan_horiz_004,DeMorgan,18,Horizontal,B,Is there a yellow banana present?,yes
demorgan_horiz_004,DeMorgan,18,Horizontal,B,Is there a green apple present?,yes
demorgan_horiz_004,DeMorgan,18,Horizontal,B,Are the banana and apple arranged side by side?,yes
demorgan_horiz_004,DeMorgan,18,Horizontal,B,Is the setting indoors?,yes
demorgan_horiz_005,DeMorgan,18,Horizontal,A,Is the surface plain and white?,yes
demorgan_horiz_005,DeMorgan,18,Horizontal,A,Is there a banana in the scene?,yes
demorgan_horiz_005,DeMorgan,18,Horizontal,A,Is there a cat in the scene?,yes
demorgan_horiz_005,DeMorgan,18,Horizontal,A,Is the banana green?,yes
demorgan_horiz_005,DeMorgan,18,Horizontal,A,Is the cat yellow?,yes
demorgan_horiz_005,DeMorgan,18,Horizontal,B,Is the surface plain and white?,yes
demorgan_horiz_005,DeMorgan,18,Horizontal,B,Is there a banana in the scene?,yes
demorgan_horiz_005,DeMorgan,18,Horizontal,B,Is there a cat in the scene?,yes
demorgan_horiz_005,DeMorgan,18,Horizontal,B,Is the banana green?,yes
demorgan_horiz_005,DeMorgan,18,Horizontal,B,Is the cat yellow?,yes
demorgan_vert_001,DeMorgan,19,Vertical,A,Is the floor dark metal?,yes
demorgan_vert_001,DeMorgan,19,Vertical,A,Is there a green dog in the scene?,yes
demorgan_vert_001,DeMorgan,19,Vertical,A,Is there a blue banana in the scene?,yes
demorgan_vert_001,DeMorgan,19,Vertical,A,Are the green dog and blue banana arranged vertically?,yes
demorgan_vert_001,DeMorgan,19,Vertical,A,Is the scene set indoors?,yes
demorgan_vert_001,DeMorgan,19,Vertical,B,Is the floor dark metal?,yes
demorgan_vert_001,DeMorgan,19,Vertical,B,Is there a green dog in the scene?,yes
demorgan_vert_001,DeMorgan,19,Vertical,B,Is there a blue banana in the scene?,yes
demorgan_vert_001,DeMorgan,19,Vertical,B,Are the green dog and blue banana arranged vertically?,yes
demorgan_vert_001,DeMorgan,19,Vertical,B,Is the scene set indoors?,yes
demorgan_vert_002,DeMorgan,19,Vertical,A,Is the floor dark and metallic?,yes
demorgan_vert_002,DeMorgan,19,Vertical,A,Is there a green banana in the scene?,yes
demorgan_vert_002,DeMorgan,19,Vertical,A,Is there a blue dog in the scene?,yes
demorgan_vert_002,DeMorgan,19,Vertical,A,Are the green banana and blue dog both present?,yes
demorgan_vert_002,DeMorgan,19,Vertical,A,Is the scene indoors?,yes
demorgan_vert_002,DeMorgan,19,Vertical,B,Is the floor dark and metallic?,yes
demorgan_vert_002,DeMorgan,19,Vertical,B,Is there a green banana in the scene?,yes
demorgan_vert_002,DeMorgan,19,Vertical,B,Is there a blue dog in the scene?,yes
demorgan_vert_002,DeMorgan,19,Vertical,B,Are the green banana and blue dog both present?,yes
demorgan_vert_002,DeMorgan,19,Vertical,B,Is the scene indoors?,yes
demorgan_vert_003,DeMorgan,19,Vertical,A,Is the floor dark and metallic?,yes
demorgan_vert_003,DeMorgan,19,Vertical,A,Is there a banana in the scene?,yes
demorgan_vert_003,DeMorgan,19,Vertical,A,Is there a cat in the scene?,yes
demorgan_vert_003,DeMorgan,19,Vertical,A,Is the banana blue in color?,yes
demorgan_vert_003,DeMorgan,19,Vertical,A,Is the cat yellow in color?,yes
demorgan_vert_003,DeMorgan,19,Vertical,B,Is the floor dark and metallic?,yes
demorgan_vert_003,DeMorgan,19,Vertical,B,Is there a banana in the scene?,yes
demorgan_vert_003,DeMorgan,19,Vertical,B,Is there a cat in the scene?,yes
demorgan_vert_003,DeMorgan,19,Vertical,B,Is the banana blue in color?,yes
demorgan_vert_003,DeMorgan,19,Vertical,B,Is the cat yellow in color?,yes
demorgan_vert_004,DeMorgan,19,Vertical,A,Is there a dark metal floor in the scene?,yes
demorgan_vert_004,DeMorgan,19,Vertical,A,Is there a red apple present?,yes
demorgan_vert_004,DeMorgan,19,Vertical,A,Is there a yellow banana present?,yes
demorgan_vert_004,DeMorgan,19,Vertical,A,Are the red apple and yellow banana both visible?,yes
demorgan_vert_004,DeMorgan,19,Vertical,A,Is the scene indoors?,yes
demorgan_vert_004,DeMorgan,19,Vertical,B,Is there a dark metal floor in the scene?,yes
demorgan_vert_004,DeMorgan,19,Vertical,B,Is there a red apple present?,yes
demorgan_vert_004,DeMorgan,19,Vertical,B,Is there a yellow banana present?,yes
demorgan_vert_004,DeMorgan,19,Vertical,B,Are the red apple and yellow banana both visible?,yes
demorgan_vert_004,DeMorgan,19,Vertical,B,Is the scene indoors?,yes
demorgan_vert_005,DeMorgan,19,Vertical,A,Is the surface plain and white?,yes
demorgan_vert_005,DeMorgan,19,Vertical,A,Is there a green cat in the scene?,yes
demorgan_vert_005,DeMorgan,19,Vertical,A,Is there a red banana in the scene?,yes
demorgan_vert_005,DeMorgan,19,Vertical,A,Are the objects arranged vertically?,yes
demorgan_vert_005,DeMorgan,19,Vertical,A,Is the scene simple without additional objects?,yes
demorgan_vert_005,DeMorgan,19,Vertical,B,Is the surface plain and white?,yes
demorgan_vert_005,DeMorgan,19,Vertical,B,Is there a green cat in the scene?,yes
demorgan_vert_005,DeMorgan,19,Vertical,B,Is there a red banana in the scene?,yes
demorgan_vert_005,DeMorgan,19,Vertical,B,Are the objects arranged vertically?,yes
demorgan_vert_005,DeMorgan,19,Vertical,B,Is the scene simple without additional objects?,yes
demorgan_attr_001,DeMorgan,20,Attributes,A,Is there a wooden table in the image?,yes
demorgan_attr_001,DeMorgan,20,Attributes,A,Is there a cat present on or near the table?,yes
demorgan_attr_001,DeMorgan,20,Attributes,A,Is the cat not small in size?,yes
demorgan_attr_001,DeMorgan,20,Attributes,A,Is the cat not blue in color?,yes
demorgan_attr_001,DeMorgan,20,Attributes,A,Is the cat possibly large or red?,yes
demorgan_attr_001,DeMorgan,20,Attributes,B,Is there a wooden table in the image?,yes
demorgan_attr_001,DeMorgan,20,Attributes,B,Is there a cat present on or near the table?,yes
demorgan_attr_001,DeMorgan,20,Attributes,B,Is the cat not small in size?,yes
demorgan_attr_001,DeMorgan,20,Attributes,B,Is the cat not blue in color?,yes
demorgan_attr_001,DeMorgan,20,Attributes,B,Is the cat possibly large or red?,yes
demorgan_attr_002,DeMorgan,20,Attributes,A,Is there a banana on the floor?,yes
demorgan_attr_002,DeMorgan,20,Attributes,A,Is the floor made of metal?,yes
demorgan_attr_002,DeMorgan,20,Attributes,A,Is the floor dark in color?,yes
demorgan_attr_002,DeMorgan,20,Attributes,A,Is the banana not small?,yes
demorgan_attr_002,DeMorgan,20,Attributes,A,Is the banana not yellow?,yes
demorgan_attr_002,DeMorgan,20,Attributes,B,Is there a banana on the floor?,yes
demorgan_attr_002,DeMorgan,20,Attributes,B,Is the floor made of metal?,yes
demorgan_attr_002,DeMorgan,20,Attributes,B,Is the floor dark in color?,yes
demorgan_attr_002,DeMorgan,20,Attributes,B,Is the banana not small?,yes
demorgan_attr_002,DeMorgan,20,Attributes,B,Is the banana not yellow?,yes
demorgan_attr_003,DeMorgan,20,Attributes,A,Is there a wooden table in the image?,yes
demorgan_attr_003,DeMorgan,20,Attributes,A,Is there a banana on the table?,yes
demorgan_attr_003,DeMorgan,20,Attributes,A,Is the banana not large and blue at the same time?,yes
demorgan_attr_003,DeMorgan,20,Attributes,A,Is the banana a color other than blue?,yes
demorgan_attr_003,DeMorgan,20,Attributes,A,Is the banana size different from large?,yes
demorgan_attr_003,DeMorgan,20,Attributes,B,Is there a wooden table in the image?,yes
demorgan_attr_003,DeMorgan,20,Attributes,B,Is there a banana on the table?,yes
demorgan_attr_003,DeMorgan,20,Attributes,B,Is the banana not large and blue at the same time?,yes
demorgan_attr_003,DeMorgan,20,Attributes,B,Is the banana a color other than blue?,yes
demorgan_attr_003,DeMorgan,20,Attributes,B,Is the banana size different from large?,yes
demorgan_attr_004,DeMorgan,20,Attributes,A,Is there a wooden table in the image?,yes
demorgan_attr_004,DeMorgan,20,Attributes,A,Is there a banana on the table?,yes
demorgan_attr_004,DeMorgan,20,Attributes,A,Is the banana not small in size?,yes
demorgan_attr_004,DeMorgan,20,Attributes,A,Is the banana not blue in color?,yes
demorgan_attr_004,DeMorgan,20,Attributes,A,Is the scene focused on a table with fruit?,yes
demorgan_attr_004,DeMorgan,20,Attributes,B,Is there a wooden table in the image?,yes
demorgan_attr_004,DeMorgan,20,Attributes,B,Is there a banana on the table?,yes
demorgan_attr_004,DeMorgan,20,Attributes,B,Is the banana not small in size?,yes
demorgan_attr_004,DeMorgan,20,Attributes,B,Is the banana not blue in color?,yes
demorgan_attr_004,DeMorgan,20,Attributes,B,Is the scene focused on a table with fruit?,yes
demorgan_attr_005,DeMorgan,20,Attributes,A,Is there a wooden table in the image?,yes
demorgan_attr_005,DeMorgan,20,Attributes,A,Is there a dog present on or near the table?,yes
demorgan_attr_005,DeMorgan,20,Attributes,A,Is the dog not large and blue at the same time?,yes
demorgan_attr_005,DeMorgan,20,Attributes,A,Does the dog have a color other than blue?,yes
demorgan_attr_005,DeMorgan,20,Attributes,A,Is the dog smaller than large?,yes
demorgan_attr_005,DeMorgan,20,Attributes,B,Is there a wooden table in the image?,yes
demorgan_attr_005,DeMorgan,20,Attributes,B,Is there a dog present on or near the table?,yes
demorgan_attr_005,DeMorgan,20,Attributes,B,Is the dog not large and blue at the same time?,yes
demorgan_attr_005,DeMorgan,20,Attributes,B,Does the dog have a color other than blue?,yes
demorgan_attr_005,DeMorgan,20,Attributes,B,Is the dog smaller than large?,yes
